page_id	text	label	Pattern Category	clean_text	char_count	word_count
103	105 pawrents are buying for their furkids now!	1	Social Proof	105 pawrents are buying for their furkids now!	46	8
1798	Compare at	1	Misdirection	Compare at	10	2
1155	*Only 2 left in stock. Don't miss out!	1	Scarcity	*Only 2 left in stock. Don't miss out!	38	8
1317	 No reviews yet Write a review 	0	Not Dark Pattern	No reviews yet Write a review	29	6
782	 Continue with Facebook Continue with Google 	0	Not Dark Pattern	Continue with Facebook Continue with Google	43	6
787	 TERMS OF SALE 	0	Not Dark Pattern	TERMS OF SALE	13	3
349	NO THANKS, I DON'T WANT TO SAVE MONEY	1	Misdirection	NO THANKS, I DON'T WANT TO SAVE MONEY	37	8
787	Back Yard & Spa	0	Not Dark Pattern	Back Yard & Spa	15	4
1403	Low Stock! Only 3 left.	1	Scarcity	Low Stock! Only 3 left.	23	5
1736	 PopGrip Antimicrobial Refine by Product Type: PopGrip Antimicrobial 	0	Not Dark Pattern	PopGrip Antimicrobial Refine by Product Type: PopGrip Antimicrobial	67	8
814	 Customer Support 	0	Not Dark Pattern	Customer Support	16	2
1047	25% OFF SELECTED JACKETS Limited Time	1	Urgency	25% OFF SELECTED JACKETS Limited Time	37	6
67	117 people have viewed this item in the last 7 days.	1	Social Proof	117 people have viewed this item in the last 7 days.	52	11
305	41 people have looked at this in the last couple of hours	1	Social Proof	41 people have looked at this in the last couple of hours	57	12
1440	Only 1 left in stock! Order soon!	1	Scarcity	Only 1 left in stock! Order soon!	33	7
822	New Rifles	0	Not Dark Pattern	New Rifles	10	2
1007	Limited Time Promo $194.00	1	Urgency	Limited Time Promo $194.00	26	4
822	Nightforce New Year Clearance	0	Not Dark Pattern	Nightforce New Year Clearance	29	4
1771	SUPPORT THE AMERICAN SUPRESSOR ASSOCIATION	1	Sneaking	SUPPORT THE AMERICAN SUPRESSOR ASSOCIATION	42	5
1313	Custom Board Quote	0	Not Dark Pattern	Custom Board Quote	18	3
1328	 Charity Collection 	0	Not Dark Pattern	Charity Collection	18	2
170	James from Colonia purchased a	1	Social Proof	James from Colonia purchased a	30	5
1814	$132.90 $99.00	1	Misdirection	$132.90 $99.00	14	2
350	Graphic T-Shirts	0	Not Dark Pattern	Graphic T-Shirts	16	2
534	 Landofcoder can power almost ANY marketplace you think of	0	Not Dark Pattern	Landofcoder can power almost ANY marketplace you think of	57	9
353	I always order from them! Such good quality for the price you pay! Will always be back!	0	Not Dark Pattern	I always order from them! Such good quality for the price you pay! Will always be back!	87	17
230	I have not had my hair so soft and shiny in such a long time and my grey was completely covered! So incredibly happy.	0	Not Dark Pattern	I have not had my hair so soft and shiny in such a long time and my grey was completely covered! So incredibly happy.	117	24
688	 Excellent service all round 	0	Not Dark Pattern	Excellent service all round	27	4
216	View all	0	Not Dark Pattern	View all	8	2
1272	 韓國香氛 Cosmic Mansion 	0	Not Dark Pattern	韓國香氛 Cosmic Mansion	19	3
1304	Nighty For Honeymoon	0	Not Dark Pattern	Nighty For Honeymoon	20	3
1282	HURRY, ONLY 1 LEFT!	1	Scarcity	HURRY, ONLY 1 LEFT!	19	4
664	Shop All Vape Kits	0	Not Dark Pattern	Shop All Vape Kits	18	4
212	 Shoe Care 	0	Not Dark Pattern	Shoe Care	9	2
482	No thanks, I don't want to save up to 75%	1	Misdirection	No thanks, I don't want to save up to 75%	41	10
101	Tristan in Markham, Canada purchased a Dragon Baseball Jersey	1	Social Proof	Tristan in Markham, Canada purchased a Dragon Baseball Jersey	61	9
1343	THE SET INCLUDES:	0	Not Dark Pattern	THE SET INCLUDES:	17	3
1405	 Short	0	Not Dark Pattern	Short	5	1
1602	7 left in stock	1	Scarcity	7 left in stock	15	4
927	Be part of the best family ever & enjoy 15% in VIP Benefits on every order, every day. That's 10% Instant Savings plus 5% back in Rewards Cash on everything. Plus, enjoy 90 days to test run your shoes, socks, and insoles. And so much more! Join today for just $1.99 your first year.  	1	Sneaking	Be part of the best family ever & enjoy 15% in VIP Benefits on every order, every day. That's 10% Instant Savings plus 5% back in Rewards Cash on everything. Plus, enjoy 90 days to test run your shoes, socks, and insoles. And so much more! Join today for just $1.99 your first year.	282	54
254	Add to Wish List(13 People Have Added)	1	Social Proof	Add to Wish List(13 People Have Added)	38	7
1536	Womens Plaid Clothing	0	Not Dark Pattern	Womens Plaid Clothing	21	3
1446	Embossing Powder	0	Not Dark Pattern	Embossing Powder	16	2
372	No thanks, I want to pay the full price.	1	Misdirection	No thanks, I want to pay the full price.	40	9
1274	Only 1 item left!	1	Scarcity	Only 1 item left!	17	4
70	Mounif in Pittsburgh, United States purchased	1	Social Proof	Mounif in Pittsburgh, United States purchased	45	6
826	Your order is reserved for 09:43 minutes!	1	Urgency	Your order is reserved for 09:43 minutes!	41	7
1343	Platinum-Dipped Rose	0	Not Dark Pattern	Platinum-Dipped Rose	20	2
1492	5 LEFT	1	Scarcity	5 LEFT	6	2
338	No thanks, I prefer to pay full price.	1	Misdirection	No thanks, I prefer to pay full price.	38	8
1065	Rs 4,013 (Retail Discount) + Rs 2,997 (Limited Time Coupon)	1	Urgency	Rs 4,013 (Retail Discount) + Rs 2,997 (Limited Time Coupon)	59	10
622	 Fashion Short Sleeve Crew Neck Print Dress 	0	Not Dark Pattern	Fashion Short Sleeve Crew Neck Print Dress	42	7
1086	We have 1 left in stock	1	Scarcity	We have 1 left in stock	23	6
150	12 recently purchased it.	1	Social Proof	12 recently purchased it.	25	4
680	 Wife 	0	Not Dark Pattern	Wife	4	1
1784	By signing up via text, you agree to receive recurring automated promotional and personalized marketing text messages from SPANX®. Msg & data rates apply. View Terms of Use & Privacy Policy.	0	Not Dark Pattern	By signing up via text, you agree to receive recurring automated promotional and personalized marketing text messages from SPANX®. Msg & data rates apply. View Terms of Use & Privacy Policy.	190	31
512	0 DAYS22 HOURS13 MINUTES21 SECONDS 	1	Urgency	0 DAYS22 HOURS13 MINUTES21 SECONDS	34	5
1044	 Articles: Medical Matters 	0	Not Dark Pattern	Articles: Medical Matters	25	3
1371	Only 5 left , In Stock	1	Scarcity	Only 5 left , In Stock	22	6
7	Jamie from Eloy United States purchased a CBD Oil Vape Additives 4 Pack About 7 hours ago	1	Social Proof	Jamie from Eloy United States purchased a CBD Oil Vape Additives 4 Pack About 7 hours ago	89	17
219	251 people are viewing this right now	1	Social Proof	251 people are viewing this right now	37	7
833	All Girls Clothing	0	Not Dark Pattern	All Girls Clothing	18	3
1026	Join the Team	0	Not Dark Pattern	Join the Team	13	3
1083	Vintage Fancy Red Bracelet Watch Women's	0	Not Dark Pattern	Vintage Fancy Red Bracelet Watch Women's	40	6
1534	HURRY ONLY 1 ITEM LEFT!	1	Scarcity	HURRY ONLY 1 ITEM LEFT!	23	5
568	What Are Healing Crystals?	0	Not Dark Pattern	What Are Healing Crystals?	26	4
49	404 Orders	1	Social Proof	404 Orders	10	2
1550	Carpet Python Vivariums	0	Not Dark Pattern	Carpet Python Vivariums	23	3
483	50% OFF Everything (yep, even sale) + $5.99 Shipping* ENDS IN 12h 13m 56s	1	Urgency	50% OFF Everything (yep, even sale) + $5.99 Shipping* ENDS IN 12h 13m 56s	73	14
45	Tyler in Norwalk, United States purchased a	1	Social Proof	Tyler in Norwalk, United States purchased a	43	7
244	Someone in Pittsworth bought a Ultimate COLT Anal Training Kit 2 hours ago	1	Social Proof	Someone in Pittsworth bought a Ultimate COLT Anal Training Kit 2 hours ago	74	13
205	#6 Bestseller in Rugs This item was viewed 92 times in the last day.	1	Social Proof	#6 Bestseller in Rugs This item was viewed 92 times in the last day.	68	14
310	Someone in Shelby twp, United States just bought Galaxy Note 8 10000mAh ZeroShock Battery Case 3 days ago	1	Social Proof	Someone in Shelby twp, United States just bought Galaxy Note 8 10000mAh ZeroShock Battery Case 3 days ago	105	18
350	Charleston 	0	Not Dark Pattern	Charleston	10	1
776	Power Button Covers	0	Not Dark Pattern	Power Button Covers	19	3
1342	(Only 1 left!)	1	Scarcity	(Only 1 left!)	14	3
217	Discreet packaging	0	Not Dark Pattern	Discreet packaging	18	2
911	How do I cancel my membership? We are confident you will enjoy your Premium Membership. If for any reason you are not completely satisfied within the first 30 days of your paid Annual Membership, we will refund 100% of your membership fee no questions asked. After 30 days we will refund your membership fee on a pro-rated basis. There are no refunds on Monthly Memberships. To obtain a refund, please contact us at 1-855-253-0822 or by email at wwgoasubscription@program-director.net.	1	Obstruction	How do I cancel my membership? We are confident you will enjoy your Premium Membership. If for any reason you are not completely satisfied within the first 30 days of your paid Annual Membership, we will refund 100% of your membership fee no questions asked. After 30 days we will refund your membership fee on a pro-rated basis. There are no refunds on Monthly Memberships. To obtain a refund, please contact us at 1-855-253-0822 or by email at wwgoasubscription@program-director.net.	485	79
1333	Last one available	1	Scarcity	Last one available	18	3
822	Mens Footwear	0	Not Dark Pattern	Mens Footwear	13	2
1759	 Upcoming Events 	0	Not Dark Pattern	Upcoming Events	15	2
638	Beetle Remotes	0	Not Dark Pattern	Beetle Remotes	14	2
1330	Free People	0	Not Dark Pattern	Free People	11	2
241	Carol in St. Louis, Missouri bought Original USB Charging Anti-Theft Backpack	1	Social Proof	Carol in St. Louis, Missouri bought Original USB Charging Anti-Theft Backpack	77	11
1071	ONLY 4 LEFT IN STOCK	1	Scarcity	ONLY 4 LEFT IN STOCK	20	5
149	Shop All Golf Balls	0	Not Dark Pattern	Shop All Golf Balls	19	4
1536	Sunglasses and Eyewear	0	Not Dark Pattern	Sunglasses and Eyewear	22	3
803	 Gut Health 	0	Not Dark Pattern	Gut Health	10	2
822	Dog Collars, Leads & Tethers	0	Not Dark Pattern	Dog Collars, Leads & Tethers	28	5
1373	 Naked Wolfe 	0	Not Dark Pattern	Naked Wolfe	11	2
1707	How about these?	1	Misdirection	How about these?	16	3
1091	Only 14 left in stock	1	Scarcity	Only 14 left in stock	21	5
1759	 Optimized Patch System 	0	Not Dark Pattern	Optimized Patch System	22	3
1293	Product Tagline	0	Not Dark Pattern	Product Tagline	15	2
1241	Anniversary Gifts 	0	Not Dark Pattern	Anniversary Gifts	17	2
345	No, thanks, I´d rather pay more	1	Misdirection	No, thanks, I´d rather pay more	31	6
144	Someone in Culgoa, Australia purchased Savelli Epic Mens Comfortable Leather Lace Up Boots Made In Brazil	1	Social Proof	Someone in Culgoa, Australia purchased Savelli Epic Mens Comfortable Leather Lace Up Boots Made In Brazil	105	16
1560	1 Left	1	Scarcity	1 Left	6	2
448	I don't want a discount	1	Misdirection	I don't want a discount	23	5
1149	Healthy Diet	0	Not Dark Pattern	Healthy Diet	12	2
317	No, thanks. I don't like great deals.	1	Misdirection	No, thanks. I don't like great deals.	37	7
53	Someone in Paris, France just purchased a Kanpeki Knife Set	1	Social Proof	Someone in Paris, France just purchased a Kanpeki Knife Set	59	10
1026	 WWE New Arrivals 	0	Not Dark Pattern	WWE New Arrivals	16	3
1759	Alpha BRAIN® is a dietary supplement that helps support cognitive functions, including memory, mental speed, and focus.†	0	Not Dark Pattern	Alpha BRAIN® is a dietary supplement that helps support cognitive functions, including memory, mental speed, and focus.†	120	17
46	Someone in Ampang, Malaysia just bought	1	Social Proof	Someone in Ampang, Malaysia just bought	39	6
271	Trey in Columbia, United States purchased Leather Cord Capsule	1	Social Proof	Trey in Columbia, United States purchased Leather Cord Capsule	62	9
1803	THE COMPETITION $1,299.99	1	Misdirection	THE COMPETITION $1,299.99	25	3
1503	ONLY 5 LEFT!	1	Scarcity	ONLY 5 LEFT!	12	3
1658	Hurry Low Stock	1	Scarcity	Hurry Low Stock	15	3
715	Items will be reserved in your cart for 19:10	1	Urgency	Items will be reserved in your cart for 19:10	45	9
246	1 people are viewing this currently	1	Social Proof	1 people are viewing this currently	35	6
319	No thanks, I’ll skip this amazing super-saver deal. I don’t need so many beautiful textures	1	Misdirection	No thanks, I’ll skip this amazing super-saver deal. I don’t need so many beautiful textures	91	15
907	 SAA Oil & Acrylic Brushes 	0	Not Dark Pattern	SAA Oil & Acrylic Brushes	25	5
1291	1 left, order now!	1	Scarcity	1 left, order now!	18	4
825	Vacation One Shoulder Loosen Long Sleeve Woven Dress	0	Not Dark Pattern	Vacation One Shoulder Loosen Long Sleeve Woven Dress	52	8
1428	Lip Balms & Treatments	0	Not Dark Pattern	Lip Balms & Treatments	22	4
864	Price Guaranteed For DAYS/HRS/MINS/SECS	1	Urgency	Price Guaranteed For DAYS/HRS/MINS/SECS	39	4
1051	Other Applications	0	Not Dark Pattern	Other Applications	18	2
406	No thanks, I don’t want to save	1	Misdirection	No thanks, I don’t want to save	31	7
662	High Gable Sheds	0	Not Dark Pattern	High Gable Sheds	16	3
861	Wondering where to buy White Cloud products in the U.S.? Our distributor list is growing! Bookmark our list and stay tuned!	0	Not Dark Pattern	Wondering where to buy White Cloud products in the U.S.? Our distributor list is growing! Bookmark our list and stay tuned!	123	21
188	 Products 	0	Not Dark Pattern	Products	8	1
1469	Dressmakers Mannequins 	0	Not Dark Pattern	Dressmakers Mannequins	22	2
725	Wait! YOUR CART QUALIFIES FOR 15% OFF YOUR ENTIRE ORDER. Offer Expires in: 2955	1	Urgency	Wait! YOUR CART QUALIFIES FOR 15% OFF YOUR ENTIRE ORDER. Offer Expires in: 2955	79	14
431	No thanks, I will pay full price.	1	Misdirection	No thanks, I will pay full price.	33	7
680	 Air Purifying Plants 	0	Not Dark Pattern	Air Purifying Plants	20	3
1536	All Little Boys Clothing	0	Not Dark Pattern	All Little Boys Clothing	24	4
4	 Our Story 	0	Not Dark Pattern	Our Story	9	2
1596	2 left	1	Scarcity	2 left	6	2
1488	History Of The NRA	0	Not Dark Pattern	History Of The NRA	18	4
708	25% OFF* ENDS IN 00 : 12 : 27 : 15 DAYS HRS. MIN. SEC.	1	Urgency	25% OFF* ENDS IN 00 : 12 : 27 : 15 DAYS HRS. MIN. SEC.	54	15
133	Start SellingSearchWishlistAccountCartCart	0	Not Dark Pattern	Start SellingSearchWishlistAccountCartCart	42	2
30	61 people have already bought that product today with 50% discount	1	Social Proof	61 people have already bought that product today with 50% discount	66	11
155	89 currently viewing	1	Social Proof	89 currently viewing	20	3
754	Used Leica Cameras	0	Not Dark Pattern	Used Leica Cameras	18	3
183	Purchased 8 times in the last few days.	1	Social Proof	Purchased 8 times in the last few days.	39	8
123	Jonathan in Syracuse, United States just bought Electric Skateboard Battery Pack 36V 10S2P 4 hours ago	1	Social Proof	Jonathan in Syracuse, United States just bought Electric Skateboard Battery Pack 36V 10S2P 4 hours ago	102	16
1658	View All Bearings	0	Not Dark Pattern	View All Bearings	17	3
1101	Low in stock: only 1 left.	1	Scarcity	Low in stock: only 1 left.	26	6
1241	American Diamond Earrings	0	Not Dark Pattern	American Diamond Earrings	25	3
300	 cm in 	0	Not Dark Pattern	cm in	5	2
1715	Personalize your doll	1	Misdirection	Personalize your doll	21	3
1158	 sales@scandinavianoutdoor.com 	0	Not Dark Pattern	sales@scandinavianoutdoor.com	29	1
216	 Searching...	0	Not Dark Pattern	Searching...	12	1
1260	Flat Iron	0	Not Dark Pattern	Flat Iron	9	2
5	You can feel confident that your new box each month is helping you celebrate pregnancy and protect your bump!	0	Not Dark Pattern	You can feel confident that your new box each month is helping you celebrate pregnancy and protect your bump!	109	19
1606	Availability: 5 items left	1	Scarcity	Availability: 5 items left	26	4
306	Someone from Osijek, Croatia just bought TMC CP Style Single Pistol Pouch	1	Social Proof	Someone from Osijek, Croatia just bought TMC CP Style Single Pistol Pouch	73	12
907	 View product View SAA Standard Membership Renewal - Credit/Debit Card - One Year Only 	0	Not Dark Pattern	View product View SAA Standard Membership Renewal - Credit/Debit Card - One Year Only	85	14
1509	The World Fair Trade Organization Label guarantees that People Tree follows Fair Trade best practices in our organisation.	0	Not Dark Pattern	The World Fair Trade Organization Label guarantees that People Tree follows Fair Trade best practices in our organisation.	122	18
25	Packed with Super Citrimax	0	Not Dark Pattern	Packed with Super Citrimax	26	4
394	No thanks, I don't want to look my best	1	Misdirection	No thanks, I don't want to look my best	39	9
1468	Check your orders, in-store quotes & more	0	Not Dark Pattern	Check your orders, in-store quotes & more	41	7
1550	Thermostats	0	Not Dark Pattern	Thermostats	11	1
350	Want more inspiration and styling tips? Dive into The Southern Edit, Southern Tide’s lifestyle blog, and follow us on social media. 	0	Not Dark Pattern	Want more inspiration and styling tips? Dive into The Southern Edit, Southern Tide’s lifestyle blog, and follow us on social media.	131	21
1367	The Wizard of Oz	0	Not Dark Pattern	The Wizard of Oz	16	4
1463	ONLY 5 LEFT, ORDER SOON!	1	Scarcity	ONLY 5 LEFT, ORDER SOON!	24	5
198	Prices shown for delivery to JAPAN Change delivery country	0	Not Dark Pattern	Prices shown for delivery to JAPAN Change delivery country	58	9
833	Barbour International	0	Not Dark Pattern	Barbour International	21	2
1100	70% offers claimed. Hurry up!	1	Scarcity	70% offers claimed. Hurry up!	29	5
1187	Only 1 Left!	1	Scarcity	Only 1 Left!	12	3
638	M-Class Remotes	0	Not Dark Pattern	M-Class Remotes	15	2
954	Sorry, this is out of stock. You just missed it.	1	Scarcity	Sorry, this is out of stock. You just missed it.	48	10
580	Your order is reserved for 19:57 minutes.	1	Urgency	Your order is reserved for 19:57 minutes.	41	7
822	Clearance Optic Accessories Deals	0	Not Dark Pattern	Clearance Optic Accessories Deals	33	4
1363	Hurry! Limited Quantity Available.	1	Scarcity	Hurry! Limited Quantity Available.	34	4
1797	I wish to Start Shopping but I don't want to receive daily email alerts about your amazing discounts on luxury brands.	1	Misdirection	I wish to Start Shopping but I don't want to receive daily email alerts about your amazing discounts on luxury brands.	118	21
81	Jessica in Orange, United States purchased a Black 1920s Sequin Maxi Flapper Dress 12 minutes ago	1	Social Proof	Jessica in Orange, United States purchased a Black 1920s Sequin Maxi Flapper Dress 12 minutes ago	97	16
1638	3 Left!	1	Scarcity	3 Left!	7	2
1009	Highline Double Wheel Bag	0	Not Dark Pattern	Highline Double Wheel Bag	25	4
1349	Only 5 Left	1	Scarcity	Only 5 Left	11	3
1154	Only 1 left in stock - Order soon	1	Scarcity	Only 1 left in stock - Order soon	33	8
1220	Only 1 left.	1	Scarcity	Only 1 left.	12	3
680	 Soft Toys 	0	Not Dark Pattern	Soft Toys	9	2
960	ONCE IT'S GONE, IT'S GONE	1	Scarcity	ONCE IT'S GONE, IT'S GONE	25	5
66	Lease to Own conditions	0	Not Dark Pattern	Lease to Own conditions	23	4
1018	Full HD 144Hz IPS Anti-Glare (1920 x 1080) FREE Upgrade (Limited time offer!)	1	Urgency	Full HD 144Hz IPS Anti-Glare (1920 x 1080) FREE Upgrade (Limited time offer!)	77	13
546	EXTRA -30% OFF WITH CODE: EXTRA30 Ends in: 0 0 0 0 days 0 0 4 4 hours . 0 0 9 9 min . 2 2 8 8 sec	1	Urgency	EXTRA -30% OFF WITH CODE: EXTRA30 Ends in: 0 0 0 0 days 0 0 4 4 hours . 0 0 9 9 min . 2 2 8 8 sec	97	30
714	Elegant A Line Short Sleeve Satin Bateau Floor-length Mother of the Bride Dress with Ribbon	0	Not Dark Pattern	Elegant A Line Short Sleeve Satin Bateau Floor-length Mother of the Bride Dress with Ribbon	91	15
991	Tidal Waves Collection	0	Not Dark Pattern	Tidal Waves Collection	22	3
260	POPULAR 62 others checked this out in the last few hours.	1	Social Proof	POPULAR 62 others checked this out in the last few hours.	57	11
1466	Trowels & Putty Knife	0	Not Dark Pattern	Trowels & Putty Knife	21	4
1139	Gifts By Price	0	Not Dark Pattern	Gifts By Price	14	3
447	"No thanks! I'd rather join the """"Pay Full Price for Things"""" club."	1	Misdirection	"No thanks! I'd rather join the """"Pay Full Price for Things"""" club."	66	12
1736	 PopWallet+ Refine by Product Type: PopWallet+ 	0	Not Dark Pattern	PopWallet+ Refine by Product Type: PopWallet+	45	6
767	FootwearHome & Office	0	Not Dark Pattern	FootwearHome & Office	21	3
841	Get 20% off Sample Doors! ×Offer Ends In 58 : 29 Use Promo Code sample20off	1	Urgency	Get 20% off Sample Doors! ×Offer Ends In 58 : 29 Use Promo Code sample20off	75	15
1693	HURRY! ONLY 11 LEFT IN STOCK.	1	Scarcity	HURRY! ONLY 11 LEFT IN STOCK.	29	6
200	Hurry up! 22 people other than you have this product in their cart	1	Social Proof	Hurry up! 22 people other than you have this product in their cart	66	13
1590	 family 	0	Not Dark Pattern	family	6	1
573	Kinky Curly Wigs	0	Not Dark Pattern	Kinky Curly Wigs	16	3
117	Devices 	0	Not Dark Pattern	Devices	7	1
913	Merchandise: $69.99iService Charge: $14.99 Total Before Tax: $84.98 Estimated Tax:$5.63Order Total: $90.61	1	Sneaking	Merchandise: $69.99iService Charge: $14.99 Total Before Tax: $84.98 Estimated Tax:$5.63Order Total: $90.61	106	12
1351	 Digital Device Covers 	0	Not Dark Pattern	Digital Device Covers	21	3
1536	Pleated Skirts	0	Not Dark Pattern	Pleated Skirts	14	2
1667	beautifully written prose	0	Not Dark Pattern	beautifully written prose	25	3
690	4 days 05:46:20	1	Urgency	4 days 05:46:20	15	3
247	Corporate Responsibility Report	0	Not Dark Pattern	Corporate Responsibility Report	31	3
1272	 手錶 / Watches 	0	Not Dark Pattern	手錶 / Watches	12	3
1134	Only 69 left!	1	Scarcity	Only 69 left!	13	3
297	52 people have added this product to bag in the last 72 hours	1	Social Proof	52 people have added this product to bag in the last 72 hours	61	13
211	156 sold in last 24 hours	1	Social Proof	156 sold in last 24 hours	25	6
638	BROKEN REMOTE? FIX IT YOURSELF AND SAVE HUGE	0	Not Dark Pattern	BROKEN REMOTE? FIX IT YOURSELF AND SAVE HUGE	44	8
707	Offer ends 0Hours:04Minutes:46Seconds	1	Urgency	Offer ends 0Hours:04Minutes:46Seconds	37	3
306	COMBAT GEARHot	0	Not Dark Pattern	COMBAT GEARHot	14	2
32	1,446 people have viewed this item	1	Social Proof	1,446 people have viewed this item	34	6
763	Order in 14:53 to get 2 pillows for free	1	Urgency	Order in 14:53 to get 2 pillows for free	40	9
1153	HURRY ONLY 9 LEFT IN STOCK!	1	Scarcity	HURRY ONLY 9 LEFT IN STOCK!	27	6
1266	only 1 in stock	1	Scarcity	only 1 in stock	15	4
1536	Grey Jewelry	0	Not Dark Pattern	Grey Jewelry	12	2
25	 Select shake flavor: 	0	Not Dark Pattern	Select shake flavor:	20	3
1002	ON SALE AT $1.99 FOR A LIMITED TIME	1	Urgency	ON SALE AT $1.99 FOR A LIMITED TIME	35	8
1009	Submitted by Fermin Larracilla Pérez	0	Not Dark Pattern	Submitted by Fermin Larracilla Pérez	36	5
353	Polycarbonate	0	Not Dark Pattern	Polycarbonate	13	1
246	Browse by A-Z	0	Not Dark Pattern	Browse by A-Z	13	3
1351	 Other Snacks 	0	Not Dark Pattern	Other Snacks	12	2
1365	Less than 6 items left	1	Scarcity	Less than 6 items left	22	5
14	Ken in Oakland, United States purchased a Dreamville Hoodie a month ago	1	Social Proof	Ken in Oakland, United States purchased a Dreamville Hoodie a month ago	71	12
149	Other Promotions	0	Not Dark Pattern	Other Promotions	16	2
1026	Recommended	0	Not Dark Pattern	Recommended	11	1
93	17 people have added this item to cart	1	Social Proof	17 people have added this item to cart	38	8
1044	Free Shipping. Limited Time Only. for orders over $50	1	Urgency	Free Shipping. Limited Time Only. for orders over $50	53	9
790	Set SALE Into Summer 	0	Not Dark Pattern	Set SALE Into Summer	20	4
1197	 IZZY MIDI DRESS Ivory 	0	Not Dark Pattern	IZZY MIDI DRESS Ivory	21	4
1736	 Gold Refine by Color: Gold 	0	Not Dark Pattern	Gold Refine by Color: Gold	26	5
1381	View All Homeware	0	Not Dark Pattern	View All Homeware	17	3
1053	Site Wide Savings for the Entire Family! Pricing is off Rogan's Shoes every day Low Prices! Prices are already reflected on the site. Limited time only! Restrictions apply. Online Only.	1	Urgency	Site Wide Savings for the Entire Family! Pricing is off Rogan's Shoes every day Low Prices! Prices are already reflected on the site. Limited time only! Restrictions apply. Online Only.	185	30
581	00 DAYS 00 HOURS 29 MINUTES 26 SECONDS	1	Urgency	00 DAYS 00 HOURS 29 MINUTES 26 SECONDS	38	8
984	 Explore more styles from this printspiration 	0	Not Dark Pattern	Explore more styles from this printspiration	44	6
1517	Hurry! Only 2 Left	1	Scarcity	Hurry! Only 2 Left	18	4
1194	1 LEFT IN THIS SIZE	1	Scarcity	1 LEFT IN THIS SIZE	19	5
1660	Hurry, only 6 left in stock!	1	Scarcity	Hurry, only 6 left in stock!	28	6
1469	Sponges, Mitts & Bath Brushes	0	Not Dark Pattern	Sponges, Mitts & Bath Brushes	29	5
1317	Crystal Lotus Sriyantras 	0	Not Dark Pattern	Crystal Lotus Sriyantras	24	3
380	No thanks. I don’t want to save money.	1	Misdirection	No thanks. I don’t want to save money.	38	8
747	Other CollectiblesPhotos	0	Not Dark Pattern	Other CollectiblesPhotos	24	2
530	Need a Hand?	0	Not Dark Pattern	Need a Hand?	12	3
1678	Hurry !! Only 52 left in stock	1	Scarcity	Hurry !! Only 52 left in stock	30	7
921	Free 60 day VIP trial membership with this order. Cancel anytime.	1	Sneaking	Free 60 day VIP trial membership with this order. Cancel anytime.	65	11
887	Purchase Benefit Club Member can cancel the Purchase Benefits at any time by calling MDG’s Customer Service department at: 1-800-906-0975 ext. 352 and requesting to cancel the Purchase Benefits.	1	Obstruction	Purchase Benefit Club Member can cancel the Purchase Benefits at any time by calling MDG’s Customer Service department at: 1-800-906-0975 ext. 352 and requesting to cancel the Purchase Benefits.	194	29
1333	lego harry potter	0	Not Dark Pattern	lego harry potter	17	3
776	Most of our orders are from repeat customers.	0	Not Dark Pattern	Most of our orders are from repeat customers.	45	8
667	New In Bottoms	0	Not Dark Pattern	New In Bottoms	14	3
1735	Want to add one of these?	1	Misdirection	Want to add one of these?	25	6
713	 Base Layer & Thermals 	0	Not Dark Pattern	Base Layer & Thermals	21	4
1722	FANSTASTIC DEALS	1	Misdirection	FANSTASTIC DEALS	16	2
52	Alyssa in San Antonio, United States purchased a iTunes Japan Gift Card 10000 JPY about 35 minutes ago	1	Social Proof	Alyssa in San Antonio, United States purchased a iTunes Japan Gift Card 10000 JPY about 35 minutes ago	102	18
1667	'Keeper of Lost Things'	0	Not Dark Pattern	'Keeper of Lost Things'	23	4
1737	GlassGuard Warranty Do not fear breaking your glass! Add our GlassGuard warranty policy for just $3.85 and we'll insure this purchase.	1	Misdirection	GlassGuard Warranty Do not fear breaking your glass! Add our GlassGuard warranty policy for just $3.85 and we'll insure this purchase.	134	21
1304	Hair Care Remedies	0	Not Dark Pattern	Hair Care Remedies	18	3
1385	In Stock (8) Left	1	Scarcity	In Stock (8) Left	17	4
919	 Paul Henry 	0	Not Dark Pattern	Paul Henry	10	2
767	Cincinnati Bengals T-Shirts	0	Not Dark Pattern	Cincinnati Bengals T-Shirts	27	3
803	Compare Products 	0	Not Dark Pattern	Compare Products	16	2
714	Sexy A Line Short Sleeve Sequins Off-the-shoulder Floor-length Mother of the Bride Dress with Split Front	0	Not Dark Pattern	Sexy A Line Short Sleeve Sequins Off-the-shoulder Floor-length Mother of the Bride Dress with Split Front	105	16
907	Fancy some creative inspiration, news and offers? Sign up for SAA enewsletters today.	0	Not Dark Pattern	Fancy some creative inspiration, news and offers? Sign up for SAA enewsletters today.	85	13
212	 Sports Bras 	0	Not Dark Pattern	Sports Bras	11	2
243	Purchased 100+ times in the last few days.	1	Social Proof	Purchased 100+ times in the last few days.	42	8
991	Accessibly App features	0	Not Dark Pattern	Accessibly App features	23	3
822	Scarves & Snoods	0	Not Dark Pattern	Scarves & Snoods	16	3
624	Your cart is reserved for 14:05 minutes!	1	Urgency	Your cart is reserved for 14:05 minutes!	40	7
350	 OH SHIP! Looks like that page wasn't found 	0	Not Dark Pattern	OH SHIP! Looks like that page wasn't found	42	8
1584	Only a few left!	1	Scarcity	Only a few left!	16	4
1594	In Stock Only 5 left!	1	Scarcity	In Stock Only 5 left!	21	5
